课程编号,学院,课程名称,班级,学分,学时,主讲教师,教室1,星期几1,节次1,周次1,教室2,星期几2,节次2,周次2,教室3,星期几3,节次3,周次3,教室4,星期几4,节次4,周次4,教室5,星期几5,节次5,周次5,教室6,星期几6,节次6,周次6,教室7,星期几7,节次7,周次7,教室8,星期几8,节次8,周次8,教室9,星期几9,节次9,周次9,教室10,星期几10,节次10,周次10,教室11,星期几11,节次11,周次11,教室12,星期几12,节次12,周次12,教室13,星期几13,节次13,周次13
032063,能源与动力工程学院,低温制冷技术最新进展（实践）,1班,2.0,40,厉彦忠,创新港校区-1-2052,5,7-10,1-8,创新港校区-1-2052,6,3-10,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032067,能源与动力工程学院,现代制冷空调理论及仿真技术,1班,3.0,60,鱼剑琳,创新港校区-1-3065,5,3-6,1-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032071,能源与动力工程学院,高等工程热力学（混合）,1班,3.0,60,何茂刚,创新港校区-5-2W201,2,7-10,1-8,创新港校区-5-2W201,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032083,能源与动力工程学院,环境健康与风险评估（校企）（实践）,1班,2.0,40,沈振兴,创新港校区-19-3110,5,3-6,1-8,创新港校区-19-3110,7,1-2,7-7,创新港校区-19-3110,7,5-6,7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032112,能源与动力工程学院,电化学在能源与环境工程中的应用（实践）,1班,2.0,40,陈庆云,创新港校区-19-3107,6,3-7,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032112,能源与动力工程学院,电化学在能源与环境工程中的应用（实践）,2班,2.0,40,陈庆云,兴庆校区-中2-2249,5,7-11,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032114,能源与动力工程学院,制冷低温系统热物理技术,1班,3.0,60,侯予,创新港校区-1-3055,4,3-6,1-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032117,能源与动力工程学院,传递过程分析选论,1班,2.0,40,刘永忠,创新港校区-19-5111,1,7-8,1-8,创新港校区-19-5111,5,9-11,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032121,能源与动力工程学院,新型制冷与热泵循环系统,1班,2.0,40,白涛,创新港校区-1-4059,4,2-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032123,能源与动力工程学院,非牛顿功能流体,1班,2.0,40,魏进家,创新港校区-19-2094,3,2-4,9-16,创新港校区-19-2094,4,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032126,能源与动力工程学院,材料辐照效应,1班,2.0,40,刘书焕,创新港校区-1-3065,3,7-10,1-8,创新港校区-1-3065,6,3-10,6-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032128,能源与动力工程学院,太阳能光电技术,1班,2.0,40,刘立军,创新港校区-1-3063,5,7-10,9-16,创新港校区-1-3063,6,3-6,15-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032129,能源与动力工程学院,催化剂研究方法,1班,2.0,40,齐随涛,创新港校区-19-2094,4,5-6,9-16,创新港校区-19-2094,4,9-11,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032132,能源与动力工程学院,Advanced Oxidation Technology in Environmental Engineering（P）,1班,2.0,40,饶永芳,创新港校区-19-3109,6,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032136,能源与动力工程学院,核聚变理论及其应用,1班,2.0,40,胡华四,创新港校区-1-3063,6,3-6,9-16,创新港校区-1-3061,6,3-6,13-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032137,能源与动力工程学院,产业生态与循环经济,1班,2.0,32,刘萍萍,创新港校区-1-2051,4,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032140,能源与动力工程学院,Fundamental of Thermodynamics And Heat Transfer（P）,1班,2.0,40,杨卫卫,创新港校区-1-4059,5,3-6,1-8,创新港校区-1-4059,6,3-10,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032141,能源与动力工程学院,能源科学与技术前沿讲座,1班,2.0,40,李翠,创新港校区-1-6066,4,7-10,9-16,创新港校区-1-6066,7,3-6,9-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032141,能源与动力工程学院,能源科学与技术前沿讲座,2班,2.0,40,李翠,兴庆校区-中2-2249,5,7-10,9-16,兴庆校区-中2-2249,6,3-6,9-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032146,能源与动力工程学院,Fundamentals of Nuclear Reactor Fuels – A Materials Perspective,1班,2.0,32,恽迪,创新港校区-1-3054,4,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032152,能源与动力工程学院,先进核电技术经济性分析（实践）,1班,2.0,40,张大林,创新港校区-1-4057,5,2-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032158,能源与动力工程学院,Optical diagnostics on Combustion and Flow,1班,2.0,40,王金华,创新港校区-1-2052,5,3-6,1-8,创新港校区-1-2052,6,3-6,7-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032159,能源与动力工程学院,Combustion Chemistry,1班,2.0,40,张英佳,创新港校区-1-4061,4,7-10,9-16,创新港校区-1-4061,7,3-10,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032160,能源与动力工程学院,Modern Combustion Science and Energy Utilization Technology（P）,1班,2.0,40,王学斌,创新港校区-1-3061,4,3-6,9-16,创新港校区-1-3061,7,3-10,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032162,能源与动力工程学院,Control System Design for Nuclear Power Plants（P）,1班,2.0,40,魏新宇,创新港校区-1-3056,5,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032168,能源与动力工程学院,Principle of Efficient Energy Conversion with Low Emissions（实践）,1班,2.0,40,刘银河,创新港校区-1-2050,4,3-6,1-8,创新港校区-1-2050,7,2-4,7-7,创新港校区-1-2050,7,6-10,7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032170,能源与动力工程学院,压缩机系统性能优化技术（实践）,1班,2.0,40,吴华根,创新港校区-1-3061,3,7-11,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033710,能源与动力工程学院,Energy Storage System and Technology,1班,2.0,40,孙中国,创新港校区-1-2052,2,2-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033711,能源与动力工程学院,蒙特卡罗方法在核科学中的应用,1班,2.0,40,贺清明,创新港校区-1-4052,1,7-11,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033713,能源与动力工程学院,核工程软件设计与开发（实践）,1班,2.0,40,刘宙宇,创新港校区-1-3056,5,3-6,1-8,创新港校区-1-3056,6,3-4,8-8,创新港校区-1-3056,6,7-8,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033714,能源与动力工程学院,核电厂人因工程学（校企）（实践）,1班,2.0,40,孙培伟,创新港校区-1-5057,2,7-10,9-16,创新港校区-1-5057,6,3-6,15-15,创新港校区-1-5057,7,7-10,15-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033716,能源与动力工程学院,流体机械测试技术,1班,2.0,40,宫武旗,创新港校区-1-2052,4,7-10,1-8,创新港校区-1-2052,6,3-6,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033717,能源与动力工程学院,透平压缩机设计方法与实践（校企）,1班,2.0,40,刘立军,创新港校区-1-5057,7,1-4,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033718,能源与动力工程学院,透平压缩机模型级开发与实验（校企）,1班,2.0,40,刘立军,创新港校区-1-5057,7,5-8,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033719,能源与动力工程学院,制冷装置设计与控制（校企）,1班,3.0,40,晏刚,创新港校区-1-4052,6,3-7,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033719,能源与动力工程学院,制冷装置设计与控制（校企）,2班,3.0,40,晏刚,创新港校区-1-5061,7,3-7,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033720,能源与动力工程学院,核电项目安全分析与审评（校企）,1班,2.0,40,苟军利,创新港校区-1-4052,6,7-10,11-14,创新港校区-1-4052,7,3-6,11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033721,能源与动力工程学院,先进汽轮机设计和新型热力循环（实践）,1班,2.0,40,赵攀,创新港校区-1-3054,3,7-10,9-10,创新港校区-1-3054,3,7-11,11-14,创新港校区-1-3054,3,7-10,15-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033722,能源与动力工程学院,现代燃气轮机设计技术（校企）（实践）,1班,2.0,40,李军,创新港校区-1-4052,5,3-6,9-16,创新港校区-1-4052,6,1-8,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033726,能源与动力工程学院,燃煤电厂烟气污染物治理（校企）,1班,1.0,16,刘银河,创新港校区-1-5061,6,1-4,5-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033726,能源与动力工程学院,燃煤电厂烟气污染物治理（校企）,2班,1.0,16,刘银河,兴庆校区-中3-2329,6,7-10,5-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033727,能源与动力工程学院,现代锅炉技术前沿（校企）,1班,1.0,16,周屈兰,创新港校区-5-3107,6,1-8,11-11,创新港校区-5-3107,7,1-8,11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033727,能源与动力工程学院,现代锅炉技术前沿（校企）,2班,1.0,16,李娜,兴庆校区-中2-2248,6,1-8,11-11,兴庆校区-中2-2248,7,1-8,11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033729,能源与动力工程学院,固体废物资源化技术（校企）（实践）,1班,2.0,40,高宁博,创新港校区-19-2094,5,3-6,1-8,创新港校区-19-2094,7,1-8,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033732,能源与动力工程学院,制冷压缩机性能测试技术（校企）（实践）,1班,2.0,40,吴华根,创新港校区-1-4052,4,7-11,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033735,能源与动力工程学院,Photocatalysis,1班,2.0,40,陈玉彬,创新港校区-1-3063,5,3-6,9-16,创新港校区-1-3063,7,5-6,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033735,能源与动力工程学院,Photocatalysis,2班,2.0,40,陈玉彬,兴庆校区-中2-2232,4,7-10,9-15,兴庆校区-中2-2242,4,7-10,16-16,兴庆校区-中2-2242,7,3-6,15-15,兴庆校区-中2-2232,7,7-8,15-15,兴庆校区-中2-2242,7,9-10,15-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033736,能源与动力工程学院,Modern Analysis and Testing Technology of New-energy Materials and Devices,1班,2.0,40,师进文,创新港校区-1-3054,1,7-10,9-16,创新港校区-1-3054,6,3-5,16-16,创新港校区-1-3054,6,7-10,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033736,能源与动力工程学院,Modern Analysis and Testing Technology of New-energy Materials and Devices,2班,2.0,40,师进文,兴庆校区-中2-2240,3,7-10,9-16,兴庆校区-中2-2240,6,3-10,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033737,能源与动力工程学院,Fundamental of Computational Fluid Dynamics and its Application（P）,1班,2.0,40,雷贤良,创新港校区-1-2053,1,7-11,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033739,能源与动力工程学院,Fundamentals and the recent developments of turbomachinery,1班,2.0,32,李景银,创新港校区-1-3063,4,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033740,能源与动力工程学院,Clean Energy for Transportation and Industry,1班,2.0,40,李倩倩,创新港校区-1-2051,6,7-10,1-8,创新港校区-1-2051,7,7-10,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033742,能源与动力工程学院,Advanced thermal-chemical technologies（P）,1班,2.0,40,全翠,创新港校区-19-4107,2,3-6,9-16,创新港校区-19-4107,7,5-6,15-15,创新港校区-19-4107,7,9-10,15-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033743,能源与动力工程学院,Nanofluidics（P）,1班,2.0,40,孙成珍,创新港校区-1-3056,3,7-8,9-16,创新港校区-1-3056,4,7-8,9-16,创新港校区-1-3056,6,3-6,15-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033744,能源与动力工程学院,Thermal Hydraulics in Steam Generators（P）,1班,2.0,40,王利民,创新港校区-1-3065,4,7-10,9-16,创新港校区-1-3065,6,5-6,16-16,创新港校区-1-3065,6,9-10,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033745,能源与动力工程学院,Fluid Dynamics and Transport of Droplets and Sprays（P）,1班,2.0,40,周致富,创新港校区-1-3063,4,3-6,1-8,创新港校区-1-3063,7,3-10,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033752,能源与动力工程学院,Numerical Simulation of Multiphase Flow with Complex interface（P）,1班,2.0,40,骆政园,创新港校区-1-3063,5,3-6,1-8,创新港校区-1-3063,6,1-8,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033753,能源与动力工程学院,Advanced Electron Microscopy Laboratory（P）,1班,2.0,32,卢晨阳,创新港校区-1-3063,4,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033755,能源与动力工程学院,Nuclear Corrosion Science and Engineering（P）,1班,2.0,40,郭少强,创新港校区-1-2051,1,3-6,1-8,创新港校区-1-2051,7,3-10,7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033759,能源与动力工程学院,燃气轮机透平传热与冷却设计（实践）,1班,2.0,40,刘钊,创新港校区-1-2051,5,3-6,1-8,创新港校区-1-2051,7,1-8,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033759,能源与动力工程学院,燃气轮机透平传热与冷却设计（实践）,2班,2.0,40,刘钊,兴庆校区-中2-2245,5,7-10,1-8,兴庆校区-中2-2245,7,1-8,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033766,能源与动力工程学院,Applications of Particle Accelerators（P）,1班,2.0,40,王洁,创新港校区-1-2052,4,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033767,能源与动力工程学院,Emerging Environmental Contaminants,1班,2.0,32,韩杰,创新港校区-19-2097,4,1-2,1-8,创新港校区-19-2097,4,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033768,能源与动力工程学院,Fundamentals of nuclear medicine（P）,1班,2.0,40,王盛,创新港校区-1-2051,4,7-10,1-8,创新港校区-1-2051,7,3-4,6-6,创新港校区-1-2051,7,7-8,6-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033769,能源与动力工程学院,低温制冷技术的应用,1班,2.0,36,侯予,创新港校区-1-2052,3,7-10,9-16,创新港校区-1-2052,7,5-8,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033774,能源与动力工程学院,空天辐射环境与效应（校企）（实践）,1班,2.0,40,贺朝会,创新港校区-1-3065,5,7-10,1-8,创新港校区-1-3065,6,1-8,9-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033781,能源与动力工程学院,碳中和与能源绿色发展,1班,2.0,32,王树众,兴庆校区-中3-2301,5,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033781,能源与动力工程学院,碳中和与能源绿色发展,2班,2.0,32,王树众,创新港校区-5-4106,6,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033782,能源与动力工程学院,航天低温动力与两相流技术（校企）（实践）,1班,2.0,40,谢福寿,创新港校区-1-4059,6,3-6,9-16,创新港校区-1-4059,7,1-2,12-12,创新港校区-1-4059,7,5-6,12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033785,能源与动力工程学院,核材料与计算材料工程（校企）（实践）,1班,2.0,40,柳文波,创新港校区-1-4059,5,3-6,9-16,创新港校区-1-4059,5,11,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033790,能源与动力工程学院,热质储能原理与应用（校企）（实践）,1班,2.0,40,张颖,创新港校区-5-1W105,4,7-10,9-16,创新港校区-5-1W105,6,3-10,16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033795,能源与动力工程学院,材料热力学与动力学（实践）,1班,2.0,40,柳文波,创新港校区-1-3055,5,3-6,1-8,创新港校区-1-3055,5,11,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033797,能源与动力工程学院,氢发动机技术,1班,2.0,32,胡二江,创新港校区-1-2051,5,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033798,能源与动力工程学院,水处理技术前沿,1班,2.0,32,徐浩,创新港校区-19-3105,6,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033799,能源与动力工程学院,核反应堆热工水力工程设计方法（校企）（实践）,1班,1.0,16,张魁,创新港校区-1-4052,6,3-6,9-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033800,能源与动力工程学院,基于Modelica的能源动力系统建模与仿真（校企）,1班,1.0,16,王朝阳,创新港校区-5-1005,5,3-6,13-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033801,能源与动力工程学院,智能发电理论与技术（校企）,1班,1.0,16,刘明,创新港校区-5-1005,1,7-10,13-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033802,能源与动力工程学院,火电机组高效灵活运行技术及应用（校企）,1班,1.0,16,陈伟雄,创新港校区-1-4052,7,3-6,5-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033803,能源与动力工程学院,低碳燃料燃烧学,1班,2.0,32,黄佐华,创新港校区-1-3054,4,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033806,能源与动力工程学院,Nuclear Chemistry,1班,2.0,32,林健,创新港校区-1-2053,3,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033807,能源与动力工程学院,Environmental Toxicology,1班,2.0,32,刘佛傍,创新港校区-19-4112,2,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033809,能源与动力工程学院,Environmental Materials and Pollutant Utilization,1班,2.0,32,李鑫哲,创新港校区-19-3107,1,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033812,能源与动力工程学院,规模化热质储能技术及多能互补集成（校企）,1班,2.0,32,刘明,创新港校区-5-1W105,6,7-10,1-4,创新港校区-5-1W105,7,1-4,1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033813,能源与动力工程学院,Principles of Electrochemistry of Corrosion,1班,2.0,32,邱杰,创新港校区-1-3063,4,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033814,能源与动力工程学院,核设施环境影响评价,1班,1.0,16,王炫,创新港校区-3-2005,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033817,能源与动力工程学院,Scientific Writing（P）,1班,1.0,16,Eric Alexis Valentin Gilbert LICHTFOUSE,兴庆校区-中2-2232,2,1-2,3-6,兴庆校区-中2-2232,3,1-2,3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033818,能源与动力工程学院,热电能量转换技术及应用,1班,1.0,16,王洪,创新港校区-1-3056,1,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033819,能源与动力工程学院,低碳能源系统概论（校企）,1班,1.0,16,陈伟雄,创新港校区-5-5107,7,3-6,12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033820,能源与动力工程学院,新型热力电池原理及应用（校企）,1班,1.0,16,赵全斌,创新港校区-1-4052,6,3-6,13-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033821,能源与动力工程学院,核能工程中的人工智能技术概论（AI进阶）,1班,2.0,32,章静,创新港校区-5-2W201,5,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033824,能源与动力工程学院,制冷低温专业测量与实践,1班,2.0,32,刘晔,创新港校区-1-2052,1,1-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033825,能源与动力工程学院,数值模拟中的网格划分技术,1班,2.0,32,刘虎,创新港校区-1-4059,5,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033827,能源与动力工程学院,生态工业原理与应用,1班,2.0,32,李鑫哲,创新港校区-19-4112,5,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033830,能源与动力工程学院,环境反应工程,1班,2.0,32,兰申玉,创新港校区-19-4107,5,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033832,能源与动力工程学院,空间制冷低温技术,1班,2.0,32,侯予,创新港校区-1-2050,1,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033833,能源与动力工程学院,基于人工智能的材料设计（AI进阶）,1班,1.0,16,柳文波,创新港校区-5-1W103,4,3-4,13-16,创新港校区-5-1W103,7,1-2,14-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033833,能源与动力工程学院,基于人工智能的材料设计（AI进阶）,2班,1.0,16,柳文波,兴庆校区-中2-2243,4,3-4,9-12,兴庆校区-中2-2243,7,1-2,9-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033834,能源与动力工程学院,中子成像技术及应用,1班,2.0,40,严明飞,创新港校区-1-3063,2,7-10,1-8,创新港校区-1-3063,7,3-10,8-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033836,能源与动力工程学院,智慧建筑能源与动力系统,1班,2.0,32,陈旗,创新港校区-1-3065,6,3-10,14-14,创新港校区-1-3065,7,3-10,14-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033837,能源与动力工程学院,大气化学数值模式,1班,2.0,32,沈振兴,创新港校区-1-3056,1,9-10,9-12,创新港校区-1-3056,2,9-10,9-12,创新港校区-1-3056,3,9-10,9-12,创新港校区-1-3056,4,9-10,9-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041009,电气工程学院,微机控制系统及其应用,1班,3.0,64,贾立新,创新港校区-3-6011,4,7-10,1-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041011,电气工程学院,非电量电测技术,1班,3.0,70,孙晓华,创新港校区-3-4009,3,9-11,1-5,创新港校区-3-4009,5,9-11,1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042001,电气工程学院,电力开关电器理论及应用,1班,2.0,32,耿英三,创新港校区-5-1W105,2,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042004,电气工程学院,电器智能化的关键技术,1班,2.0,32,宋政湘,创新港校区-5-1005,6,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042011,电气工程学院,先进PID控制及其应用,1班,2.0,32,刘凌,创新港校区-5-2025,6,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042013,电气工程学院,MATLAB及其在电气工程中的应用,1班,2.0,36,丁文,创新港校区-5-2025,5,3-6,9-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042015,电气工程学院,现代电力系统分析,1班,3.0,60,李崇涛,创新港校区-5-2025,1,5-7,13-16,创新港校区-5-2025,4,5-7,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042019,电气工程学院,电力系统可靠性,1班,2.0,32,别朝红,创新港校区-3-6001,3,2-4,4-13,创新港校区-3-6001,3,3-4,14-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042020,电气工程学院,电力市场,1班,2.0,32,王秀丽,创新港校区-3-4001,4,9-10,1-8,创新港校区-3-4001,5,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042023,电气工程学院,脉冲功率技术及其应用,1班,2.0,40,杨兰均,创新港校区-5-6106,4,8-11,16-16,创新港校区-5-6106,4,9-11,4-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042023,电气工程学院,脉冲功率技术及其应用,2班,2.0,40,刘轩东,创新港校区-5-4106,4,8-11,16-16,创新港校区-5-4106,4,9-11,4-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
